,date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,productive
426,2015-01-25,Quarter4,sewing,Sunday,6,0.8,11.61,1181.0,5760,63,0.0,0,0,32.0,0.800386364,1
427,2015-01-25,Quarter4,sewing,Sunday,10,0.75,22.52,1413.0,10080,69,0.0,0,0,56.0,0.800020563,1
428,2015-01-25,Quarter4,finishing,Sunday,7,0.65,3.94,997.7422680412371,2520,0,0.0,0,0,14.0,0.749188312,1
429,2015-01-25,Quarter4,sewing,Sunday,7,0.7,22.52,360.0,10170,40,0.0,0,0,56.5,0.7005417,1
430,2015-01-25,Quarter4,sewing,Sunday,12,0.7,15.26,1296.0,6120,40,0.0,0,0,34.0,0.70043672,1
431,2015-01-25,Quarter4,sewing,Sunday,5,0.7,20.4,1217.0,10440,50,0.0,0,0,58.0,0.700250784,1
432,2015-01-25,Quarter4,sewing,Sunday,9,0.65,29.12,1086.0,10440,26,0.0,0,0,58.0,0.650407524,1
433,2015-01-25,Quarter4,finishing,Sunday,12,0.7,4.08,997.7422680412371,1620,0,0.0,0,0,9.0,0.618181818,0
434,2015-01-25,Quarter4,sewing,Sunday,11,0.75,42.97,532.0,10260,40,0.0,0,0,57.0,0.59114168,0
435,2015-01-25,Quarter4,sewing,Sunday,8,0.5,15.09,1557.0,720,23,0.0,0,0,52.0,0.500061916,1
436,2015-01-25,Quarter4,finishing,Sunday,8,0.8,2.9,997.7422680412371,720,0,0.0,0,0,4.0,0.329545455,0
437,2015-01-26,Quarter4,finishing,Monday,3,0.75,3.94,997.7422680412371,1800,0,0.0,0,0,10.0,1.059621212,1
438,2015-01-26,Quarter4,finishing,Monday,10,0.75,3.94,997.7422680412371,3780,0,0.0,0,0,21.0,0.997792208,1
439,2015-01-26,Quarter4,finishing,Monday,4,0.75,4.3,997.7422680412371,2160,0,0.0,0,0,12.0,0.963699495,1
440,2015-01-26,Quarter4,finishing,Monday,5,0.7,4.15,997.7422680412371,2700,0,0.0,0,0,15.0,0.959191919,1
441,2015-01-26,Quarter4,finishing,Monday,2,0.75,3.94,997.7422680412371,1800,0,0.0,0,0,10.0,0.910378788,1
442,2015-01-26,Quarter4,finishing,Monday,1,0.7,3.94,997.7422680412371,1800,0,0.0,0,0,10.0,0.910378788,1
443,2015-01-26,Quarter4,sewing,Monday,4,0.8,22.52,1016.0,10170,60,0.0,0,0,56.5,0.850312684,1
444,2015-01-26,Quarter4,sewing,Monday,6,0.8,11.61,1072.0,5760,50,0.0,0,0,32.0,0.800386364,1
445,2015-01-26,Quarter4,sewing,Monday,3,0.75,22.52,1584.0,10260,69,0.0,0,0,57.0,0.80035194,1
446,2015-01-26,Quarter4,sewing,Monday,2,0.75,22.94,1764.0,10260,55,0.0,0,0,57.0,0.800034024,1
447,2015-01-26,Quarter4,sewing,Monday,1,0.7,22.94,1745.0,10440,60,0.0,0,0,58.0,0.800023511,1
448,2015-01-26,Quarter4,sewing,Monday,10,0.75,22.52,1250.0,10080,55,0.0,0,0,56.0,0.800020563,1
449,2015-01-26,Quarter4,finishing,Monday,12,0.7,4.08,997.7422680412371,1620,0,0.0,0,0,9.0,0.769292929,1
450,2015-01-26,Quarter4,sewing,Monday,5,0.75,20.4,1118.0,10320,56,0.0,0,0,58.0,0.750031447,1
451,2015-01-26,Quarter4,sewing,Monday,9,0.7,29.12,1143.0,10440,40,0.0,0,0,58.0,0.70061442,1
452,2015-01-26,Quarter4,sewing,Monday,12,0.7,15.26,1337.0,6120,40,0.0,0,0,34.0,0.70043672,1
453,2015-01-26,Quarter4,finishing,Monday,7,0.65,3.94,997.7422680412371,1440,0,0.0,0,0,8.0,0.646306818,0
454,2015-01-26,Quarter4,sewing,Monday,8,0.6,15.09,1519.0,360,23,0.0,0,0,52.0,0.600143365,1
455,2015-01-26,Quarter4,sewing,Monday,11,0.35,28.08,749.0,10260,23,0.0,0,0,57.0,0.350066986,1
456,2015-01-27,Quarter4,sewing,Tuesday,2,0.75,22.52,1635.0,6840,119,0.0,0,0,57.0,1.000230409,1
457,2015-01-27,Quarter4,sewing,Tuesday,3,0.75,22.52,1299.0,6840,119,0.0,0,0,57.0,1.000230409,1
458,2015-01-27,Quarter4,finishing,Tuesday,10,0.8,3.94,997.7422680412371,1440,0,0.0,0,0,12.0,0.979527778,1
459,2015-01-27,Quarter4,finishing,Tuesday,4,0.8,4.3,997.7422680412371,1440,0,0.0,0,0,12.0,0.940625,1
460,2015-01-27,Quarter4,finishing,Tuesday,5,0.5,4.15,997.7422680412371,1440,0,0.0,0,0,12.0,0.926388889,1
461,2015-01-27,Quarter4,sewing,Tuesday,10,0.8,22.52,1134.0,6720,70,0.0,0,0,56.0,0.900129762,1
462,2015-01-27,Quarter4,finishing,Tuesday,3,0.75,3.94,997.7422680412371,1440,0,0.0,0,0,12.0,0.861875,1
463,2015-01-27,Quarter4,sewing,Tuesday,4,0.8,22.52,1106.0,6780,60,0.0,0,0,56.5,0.850312684,1
464,2015-01-27,Quarter4,finishing,Tuesday,8,0.65,3.94,997.7422680412371,960,0,0.0,0,0,8.0,0.845458333,1
465,2015-01-27,Quarter4,finishing,Tuesday,12,0.7,4.15,997.7422680412371,1080,0,0.0,0,0,9.0,0.823555556,1
466,2015-01-27,Quarter4,finishing,Tuesday,7,0.5,4.15,997.7422680412371,960,0,0.0,0,0,8.0,0.803541667,1
467,2015-01-27,Quarter4,sewing,Tuesday,1,0.75,22.94,1871.0,6960,55,0.0,0,0,58.0,0.800263218,1
468,2015-01-27,Quarter4,finishing,Tuesday,2,0.75,3.94,997.7422680412371,1200,0,0.0,0,0,10.0,0.788,1
469,2015-01-27,Quarter4,finishing,Tuesday,1,0.75,3.94,997.7422680412371,1200,0,0.0,0,0,10.0,0.77815,1
470,2015-01-27,Quarter4,sewing,Tuesday,9,0.7,29.12,1294.0,6960,50,0.0,0,0,58.0,0.700386207,1
471,2015-01-27,Quarter4,sewing,Tuesday,12,0.7,15.26,1462.0,4080,40,0.0,0,0,34.0,0.700164706,1
472,2015-01-27,Quarter4,sewing,Tuesday,8,0.65,15.09,976.0,240,23,0.0,0,0,52.0,0.650307143,1
473,2015-01-27,Quarter4,sewing,Tuesday,6,0.8,30.4,338.0,3840,34,0.0,0,0,32.0,0.622828125,0
474,2015-01-27,Quarter4,finishing,Tuesday,6,0.8,2.9,997.7422680412371,960,0,0.0,0,0,8.0,0.6225,0
475,2015-01-27,Quarter4,sewing,Tuesday,5,0.5,20.79,1455.0,6960,30,0.0,0,0,58.0,0.500035345,1
476,2015-01-27,Quarter4,sewing,Tuesday,11,0.5,48.18,1282.0,6480,23,0.0,0,0,54.0,0.37046657,0
477,2015-01-28,Quarter4,sewing,Wednesday,2,0.8,22.52,1559.0,6840,90,0.0,0,0,57.0,1.000230409,1
478,2015-01-28,Quarter4,sewing,Wednesday,3,0.8,22.52,1350.0,6840,113,0.0,0,0,57.0,1.000230409,1
479,2015-01-28,Quarter4,finishing,Wednesday,6,0.35,2.9,997.7422680412371,1800,0,0.0,0,0,15.0,0.977555556,1
480,2015-01-28,Quarter4,finishing,Wednesday,1,0.75,3.94,997.7422680412371,1200,0,0.0,0,0,10.0,0.9456,1
481,2015-01-28,Quarter4,finishing,Wednesday,2,0.8,3.94,997.7422680412371,1800,0,0.0,0,0,15.0,0.902222222,1
482,2015-01-28,Quarter4,sewing,Wednesday,10,0.8,22.52,1175.0,6720,60,0.0,0,0,56.0,0.850532143,1
483,2015-01-28,Quarter4,sewing,Wednesday,1,0.75,22.94,1868.0,6960,81,0.0,0,0,58.0,0.850362069,1
484,2015-01-28,Quarter4,finishing,Wednesday,10,0.8,3.94,997.7422680412371,1200,0,0.0,0,0,10.0,0.840533333,1
485,2015-01-28,Quarter4,sewing,Wednesday,5,0.6,20.79,1045.0,6960,88,0.0,0,0,58.0,0.800534483,1
486,2015-01-28,Quarter4,sewing,Wednesday,4,0.8,22.52,1342.0,6780,50,0.0,0,0,56.5,0.800489676,1
487,2015-01-28,Quarter4,finishing,Wednesday,12,0.75,4.08,997.7422680412371,1080,0,0.0,0,0,9.0,0.755555556,1
488,2015-01-28,Quarter4,sewing,Wednesday,9,0.7,29.12,1340.0,6960,63,0.0,0,0,58.0,0.750593103,1
489,2015-01-28,Quarter4,sewing,Wednesday,12,0.75,15.26,1429.0,3600,45,0.0,0,0,35.0,0.750283333,1
490,2015-01-28,Quarter4,finishing,Wednesday,4,0.8,4.3,997.7422680412371,1440,0,0.0,0,0,12.0,0.722638889,0
491,2015-01-28,Quarter4,finishing,Wednesday,8,0.65,4.15,997.7422680412371,960,0,0.0,0,0,8.0,0.553333333,0
492,2015-01-28,Quarter4,sewing,Wednesday,11,0.5,20.1,1413.0,5880,46,0.0,0,0,54.0,0.500567308,1
493,2015-01-28,Quarter4,sewing,Wednesday,8,0.7,38.09,336.0,6240,0,0.0,0,0,52.0,0.467693269,0
494,2015-01-28,Quarter4,sewing,Wednesday,6,0.35,18.79,511.0,1800,23,0.0,0,0,32.0,0.437995338,1
495,2015-01-28,Quarter4,finishing,Wednesday,7,0.6,3.94,997.7422680412371,960,0,0.0,0,0,8.0,0.406354167,0
496,2015-01-28,Quarter4,sewing,Wednesday,7,0.6,23.54,958.0,6600,0,0.0,0,0,55.0,0.285333333,0
497,2015-01-28,Quarter4,finishing,Wednesday,11,0.5,2.9,997.7422680412371,960,0,0.0,0,0,8.0,0.259375,0
498,2015-01-29,Quarter4,sewing,Thursday,2,0.8,22.52,1416.0,6840,113,0.0,0,0,57.0,1.000230409,1
499,2015-01-29,Quarter4,finishing,Thursday,4,0.8,4.3,997.7422680412371,1200,0,0.0,0,0,10.0,0.989,1
500,2015-01-29,Quarter4,sewing,Thursday,3,0.8,22.52,1287.0,6840,100,0.0,0,0,57.0,0.950185965,1
501,2015-01-29,Quarter4,sewing,Thursday,4,0.8,22.52,1444.0,6900,88,0.0,0,0,57.5,0.9008,1
502,2015-01-29,Quarter4,sewing,Thursday,10,0.8,22.52,1088.0,6720,88,0.0,0,0,56.0,0.900129762,1
503,2015-01-29,Quarter4,finishing,Thursday,6,0.5,2.9,997.7422680412371,1200,0,0.0,0,0,10.0,0.899,1
504,2015-01-29,Quarter4,finishing,Thursday,8,0.65,4.15,997.7422680412371,960,0,0.0,0,0,8.0,0.877552083,1
505,2015-01-29,Quarter4,finishing,Thursday,11,0.6,2.9,997.7422680412371,960,0,0.0,0,0,8.0,0.864583333,1
506,2015-01-29,Quarter4,finishing,Thursday,10,0.8,3.94,997.7422680412371,1200,0,0.0,0,0,10.0,0.85695,1
507,2015-01-29,Quarter4,finishing,Thursday,1,0.75,3.94,997.7422680412371,1200,0,0.0,0,0,10.0,0.853666667,1
508,2015-01-29,Quarter4,sewing,Thursday,1,0.75,22.94,1579.0,6960,81,0.0,0,0,58.0,0.850362069,1
509,2015-01-29,Quarter4,sewing,Thursday,9,0.7,29.12,1170.0,6960,53,0.0,0,0,58.0,0.850170115,1
510,2015-01-29,Quarter4,sewing,Thursday,5,0.65,20.79,1015.0,7080,81,0.0,0,0,59.0,0.800473729,1
511,2015-01-29,Quarter4,finishing,Thursday,2,0.8,3.94,997.7422680412371,1200,0,0.0,0,0,10.0,0.773333333,0
512,2015-01-29,Quarter4,sewing,Thursday,12,0.75,15.26,1436.0,4200,45,0.0,0,0,35.0,0.750646667,1
513,2015-01-29,Quarter4,finishing,Thursday,12,0.75,4.08,997.7422680412371,1080,0,0.0,0,0,9.0,0.634666667,0
514,2015-01-29,Quarter4,sewing,Thursday,11,0.6,20.1,1601.0,4320,46,0.0,0,0,51.0,0.60059761,1
515,2015-01-29,Quarter4,sewing,Thursday,6,0.5,18.79,717.0,3960,23,0.0,0,0,33.0,0.500117677,1
516,2015-01-29,Quarter4,finishing,Thursday,3,0.8,3.94,997.7422680412371,960,0,0.0,0,0,8.0,0.4925,0
517,2015-01-29,Quarter4,sewing,Thursday,7,0.65,23.54,830.0,6600,0,0.0,0,0,55.0,0.48792,0
518,2015-01-31,Quarter4,sewing,Saturday,3,0.8,22.52,1136.0,6960,113,0.0,0,0,58.0,1.000457471,1
519,2015-01-31,Quarter4,sewing,Saturday,2,0.8,22.52,1397.0,6840,113,0.0,0,0,57.0,1.000230409,1
520,2015-01-31,Quarter4,finishing,Saturday,2,0.8,3.94,997.7422680412371,1200,0,0.0,0,0,10.0,0.971866667,1
521,2015-01-31,Quarter4,finishing,Saturday,3,0.8,3.94,997.7422680412371,960,0,0.0,0,0,8.0,0.971866667,1
522,2015-01-31,Quarter4,finishing,Saturday,4,0.8,3.94,997.7422680412371,1200,0,0.0,0,0,10.0,0.971866667,1
523,2015-01-31,Quarter4,finishing,Saturday,10,0.8,3.94,997.7422680412371,1200,0,0.0,0,0,10.0,0.971866667,1
524,2015-01-31,Quarter4,finishing,Saturday,1,0.75,3.94,997.7422680412371,1800,0,0.0,0,0,15.0,0.971866667,1
525,2015-01-31,Quarter4,finishing,Saturday,9,0.75,3.94,997.7422680412371,240,0,0.0,0,0,2.0,0.971866667,1
526,2015-01-31,Quarter4,finishing,Saturday,12,0.75,4.08,997.7422680412371,1080,0,0.0,0,0,9.0,0.971866667,1
527,2015-01-31,Quarter4,finishing,Saturday,5,0.7,3.94,997.7422680412371,240,0,0.0,0,0,2.0,0.971866667,1
528,2015-01-31,Quarter4,finishing,Saturday,7,0.7,3.94,997.7422680412371,1200,0,0.0,0,0,10.0,0.971866667,1
529,2015-01-31,Quarter4,finishing,Saturday,8,0.65,3.94,997.7422680412371,960,0,0.0,0,0,8.0,0.971866667,1
530,2015-01-31,Quarter4,finishing,Saturday,11,0.65,3.94,997.7422680412371,600,0,0.0,0,0,5.0,0.971866667,1
531,2015-01-31,Quarter4,finishing,Saturday,6,0.6,3.94,997.7422680412371,1200,0,0.0,0,0,10.0,0.971866667,1
532,2015-01-31,Quarter4,sewing,Saturday,10,0.8,22.52,1116.0,6720,93,0.0,0,0,56.0,0.920236905,1
533,2015-01-31,Quarter4,sewing,Saturday,4,0.8,22.52,1432.0,6660,88,0.0,0,0,57.5,0.900537069,1
534,2015-01-31,Quarter4,sewing,Saturday,9,0.75,29.12,1082.0,6840,81,0.0,0,0,57.0,0.850610526,1
535,2015-01-31,Quarter4,sewing,Saturday,1,0.75,22.94,1502.0,6960,81,0.0,0,0,58.0,0.850362069,1
536,2015-01-31,Quarter4,sewing,Saturday,12,0.75,15.26,1209.0,4200,45,0.0,0,0,35.0,0.750646667,1
537,2015-01-31,Quarter4,sewing,Saturday,5,0.7,50.89,282.0,5880,56,0.0,0,0,59.0,0.656763743,0
538,2015-01-31,Quarter4,sewing,Saturday,11,0.65,20.1,1417.0,6480,49,0.0,0,0,54.0,0.650148148,1
539,2015-01-31,Quarter4,sewing,Saturday,6,0.6,18.79,799.0,3960,23,0.0,0,0,33.0,0.600710606,1
540,2015-01-31,Quarter4,sewing,Saturday,7,0.7,23.54,1109.0,6720,0,0.0,0,0,56.0,0.388830357,0
541,2015-01-31,Quarter4,sewing,Saturday,8,0.5,23.54,1144.0,6480,0,0.0,0,0,54.0,0.286984568,0
542,2015-02-01,Quarter1,finishing,Sunday,8,0.65,4.15,997.7422680412371,960,0,0.0,0,0,8.0,1.0115625,1
543,2015-02-01,Quarter1,sewing,Sunday,2,0.8,22.52,1396.0,6900,113,0.0,0,0,57.5,1.000671304,1
544,2015-02-01,Quarter1,sewing,Sunday,1,0.8,22.94,1582.0,3060,113,0.0,0,0,58.5,1.000402055,1
545,2015-02-01,Quarter1,finishing,Sunday,1,0.75,3.94,997.7422680412371,2280,0,0.0,0,0,19.0,0.950438596,1
546,2015-02-01,Quarter1,sewing,Sunday,3,0.8,22.52,1124.0,6840,100,0.0,0,0,57.0,0.950185965,1
547,2015-02-01,Quarter1,finishing,Sunday,2,0.8,3.94,997.7422680412371,1200,0,0.0,0,0,10.0,0.912766667,1
548,2015-02-01,Quarter1,finishing,Sunday,7,0.7,3.94,997.7422680412371,2160,0,0.0,0,0,18.0,0.892194444,1
549,2015-02-01,Quarter1,finishing,Sunday,10,0.8,3.94,997.7422680412371,1200,0,0.0,0,0,10.0,0.8865,1
550,2015-02-01,Quarter1,sewing,Sunday,10,0.8,22.52,1282.0,6720,75,0.0,0,0,56.0,0.850532143,1
551,2015-02-01,Quarter1,sewing,Sunday,4,0.8,22.52,1472.0,7020,60,0.0,0,0,58.5,0.85011396,1
552,2015-02-01,Quarter1,finishing,Sunday,4,0.8,4.3,997.7422680412371,1440,0,0.0,0,0,12.0,0.845069444,1
553,2015-02-01,Quarter1,sewing,Sunday,9,0.75,29.12,1282.0,6960,45,0.0,0,0,58.0,0.750593103,1
554,2015-02-01,Quarter1,sewing,Sunday,12,0.75,15.26,1276.0,1440,45,0.0,0,0,35.0,0.750450658,1
555,2015-02-01,Quarter1,finishing,Sunday,12,0.75,4.08,997.7422680412371,1080,0,0.0,0,0,9.0,0.702666667,0
556,2015-02-01,Quarter1,sewing,Sunday,11,0.7,20.1,1192.0,6120,75,0.0,0,0,54.0,0.700508929,1
557,2015-02-01,Quarter1,sewing,Sunday,6,0.65,18.79,881.0,3960,26,0.0,0,0,33.0,0.651007071,1
558,2015-02-01,Quarter1,sewing,Sunday,8,0.6,24.26,1196.0,6600,0,0.0,0,0,55.0,0.466821212,0
559,2015-02-01,Quarter1,sewing,Sunday,7,0.7,24.26,1400.0,6720,0,0.0,0,0,56.0,0.411553571,0
560,2015-02-01,Quarter1,finishing,Sunday,6,0.6,2.9,997.7422680412371,1200,0,0.0,0,0,10.0,0.314166667,0
561,2015-02-02,Quarter1,sewing,Monday,1,0.8,22.94,16882.0,7020,113,0.0,0,0,58.5,1.000602279,1
562,2015-02-02,Quarter1,finishing,Monday,9,0.75,3.94,997.7422680412371,960,0,0.0,0,0,8.0,0.994270833,1
563,2015-02-02,Quarter1,sewing,Monday,2,0.8,22.52,21385.0,7020,88,0.0,0,0,58.5,0.900158405,1
564,2015-02-02,Quarter1,sewing,Monday,3,0.8,22.52,21266.0,6840,70,0.0,0,0,57.0,0.90014152,1
565,2015-02-02,Quarter1,sewing,Monday,10,0.8,22.52,21540.0,6720,88,0.0,0,0,56.0,0.900129762,1
566,2015-02-02,Quarter1,finishing,Monday,10,0.8,3.94,997.7422680412371,1200,0,0.0,0,0,10.0,0.85695,1
567,2015-02-02,Quarter1,finishing,Monday,4,0.8,4.3,997.7422680412371,1440,0,0.0,0,0,12.0,0.809236111,1
568,2015-02-02,Quarter1,sewing,Monday,12,0.8,15.26,12261.0,3600,63,0.0,0,0,35.0,0.800401961,1
569,2015-02-02,Quarter1,sewing,Monday,4,0.8,22.52,23122.0,5940,50,0.0,0,0,56.5,0.800393224,1
570,2015-02-02,Quarter1,sewing,Monday,9,0.75,29.12,8992.0,6960,55,0.0,0,0,58.0,0.799963218,1
571,2015-02-02,Quarter1,finishing,Monday,12,0.75,4.08,997.7422680412371,1080,0,0.0,0,0,9.0,0.740444444,0
572,2015-02-02,Quarter1,sewing,Monday,11,0.7,20.55,9792.0,6480,60,0.0,0,0,54.0,0.700398148,1
573,2015-02-02,Quarter1,sewing,Monday,6,0.7,18.79,2984.0,3960,30,0.0,0,0,33.0,0.700354545,1
574,2015-02-02,Quarter1,finishing,Monday,8,0.65,4.15,997.7422680412371,960,0,0.0,0,0,8.0,0.561979167,0
575,2015-02-02,Quarter1,finishing,Monday,1,0.75,3.94,997.7422680412371,2280,0,0.0,0,0,19.0,0.504596491,0
576,2015-02-02,Quarter1,sewing,Monday,5,0.5,30.1,839.0,6960,0,0.0,0,0,58.0,0.500801724,1
577,2015-02-02,Quarter1,sewing,Monday,7,0.7,24.26,2698.0,6720,0,0.0,0,0,56.0,0.295307738,0
578,2015-02-02,Quarter1,finishing,Monday,6,0.6,2.9,997.7422680412371,1200,0,0.0,0,0,10.0,0.280333333,0
579,2015-02-02,Quarter1,sewing,Monday,8,0.65,24.26,1435.0,6600,0,0.0,0,0,55.0,0.260978788,0
580,2015-02-03,Quarter1,finishing,Tuesday,2,0.8,3.94,997.7422680412371,2400,0,0.0,0,0,20.0,1.001416667,1
581,2015-02-03,Quarter1,sewing,Tuesday,1,0.8,22.52,1500.0,6900,113,0.0,0,0,57.5,1.000018551,1
582,2015-02-03,Quarter1,sewing,Tuesday,10,0.8,22.52,1188.0,6720,90,0.0,0,0,56.0,0.999995238,1
583,2015-02-03,Quarter1,finishing,Tuesday,1,0.8,3.94,997.7422680412371,1200,0,0.0,0,0,10.0,0.99485,1
584,2015-02-03,Quarter1,finishing,Tuesday,8,0.7,4.15,997.7422680412371,960,0,0.0,0,0,8.0,0.976979167,1
585,2015-02-03,Quarter1,sewing,Tuesday,3,0.8,22.52,1112.0,6840,100,0.0,0,0,57.0,0.950185965,1
586,2015-02-03,Quarter1,sewing,Tuesday,2,0.8,22.52,1452.0,6960,100,0.0,0,0,58.0,0.949981609,1
587,2015-02-03,Quarter1,finishing,Tuesday,9,0.75,3.94,997.7422680412371,1320,0,0.0,0,0,11.0,0.919954545,1
588,2015-02-03,Quarter1,sewing,Tuesday,4,0.8,22.52,340.0,5460,63,0.0,0,0,56.5,0.800434622,1
589,2015-02-03,Quarter1,sewing,Tuesday,12,0.8,15.26,1029.0,2040,50,0.0,0,0,35.0,0.800259023,1
590,2015-02-03,Quarter1,finishing,Tuesday,12,0.8,4.08,997.7422680412371,1080,0,0.0,0,0,9.0,0.778222222,0
591,2015-02-03,Quarter1,sewing,Tuesday,9,0.75,29.12,1070.0,6960,34,0.0,0,0,58.0,0.750593103,1
592,2015-02-03,Quarter1,sewing,Tuesday,11,0.7,25.31,946.0,5760,60,0.0,0,0,54.0,0.700513566,1
593,2015-02-03,Quarter1,sewing,Tuesday,6,0.7,18.79,913.0,4020,30,0.0,0,0,33.5,0.700184577,1
594,2015-02-03,Quarter1,sewing,Tuesday,8,0.7,24.26,1363.0,6660,0,0.0,0,0,55.5,0.586465465,0
595,2015-02-03,Quarter1,sewing,Tuesday,7,0.7,24.26,1639.0,6720,0,0.0,0,0,56.0,0.541517857,0
596,2015-02-03,Quarter1,finishing,Tuesday,4,0.8,4.3,997.7422680412371,1440,0,0.0,0,0,12.0,0.5375,0
597,2015-02-03,Quarter1,finishing,Tuesday,6,0.7,2.9,997.7422680412371,960,0,0.0,0,0,8.0,0.495416667,0
598,2015-02-03,Quarter1,sewing,Tuesday,5,0.6,30.1,415.0,6960,0,0.0,0,0,58.0,0.415172414,0
599,2015-02-04,Quarter1,sewing,Wednesday,2,0.8,22.52,1263.0,6900,100,0.0,0,0,57.5,1.05028058,1
600,2015-02-04,Quarter1,sewing,Wednesday,3,0.8,22.52,968.0,6840,113,0.0,0,0,57.0,1.000230409,1
601,2015-02-04,Quarter1,sewing,Wednesday,10,0.8,22.52,1108.0,6720,113,0.0,0,0,56.0,0.999995238,1
602,2015-02-04,Quarter1,finishing,Wednesday,2,0.8,3.94,997.7422680412371,2160,0,0.0,0,0,18.0,0.966759259,1
603,2015-02-04,Quarter1,finishing,Wednesday,1,0.8,3.94,997.7422680412371,1200,0,0.0,0,0,10.0,0.929183333,1
604,2015-02-04,Quarter1,finishing,Wednesday,8,0.7,4.15,997.7422680412371,3000,0,0.0,0,0,25.0,0.915766667,1
605,2015-02-04,Quarter1,sewing,Wednesday,1,0.8,22.52,1532.0,6900,88,0.0,0,0,57.5,0.900147246,1
606,2015-02-04,Quarter1,sewing,Wednesday,12,0.8,15.26,1094.0,4080,38,0.0,0,0,34.0,0.800401961,1
607,2015-02-04,Quarter1,sewing,Wednesday,9,0.8,22.52,1086.0,6960,50,0.0,0,0,58.0,0.799963218,0
608,2015-02-04,Quarter1,finishing,Wednesday,7,0.7,3.94,997.7422680412371,960,0,0.0,0,0,8.0,0.779791667,1
609,2015-02-04,Quarter1,finishing,Wednesday,9,0.75,3.94,997.7422680412371,960,0,0.0,0,0,8.0,0.755166667,1
610,2015-02-04,Quarter1,sewing,Wednesday,6,0.7,18.79,941.0,3360,30,0.0,0,0,33.0,0.700710417,1
611,2015-02-04,Quarter1,sewing,Wednesday,7,0.7,24.26,1471.0,6960,0,0.0,0,0,58.0,0.700612069,1
612,2015-02-04,Quarter1,sewing,Wednesday,11,0.7,10.05,1042.0,6120,60,0.0,0,0,53.0,0.700278846,1
613,2015-02-04,Quarter1,sewing,Wednesday,8,0.7,29.12,1248.0,6840,0,0.0,0,0,57.0,0.700135088,1
614,2015-02-04,Quarter1,finishing,Wednesday,12,0.8,4.08,997.7422680412371,1080,0,0.0,0,0,9.0,0.687555556,0
615,2015-02-04,Quarter1,sewing,Wednesday,5,0.65,30.1,326.0,5820,0,90.0,10,0,58.5,0.650834808,1
616,2015-02-04,Quarter1,finishing,Wednesday,6,0.7,2.9,997.7422680412371,960,0,0.0,0,0,8.0,0.531666667,0
617,2015-02-04,Quarter1,sewing,Wednesday,4,0.35,30.1,287.0,6060,23,150.0,15,0,55.5,0.350706422,1
618,2015-02-05,Quarter1,sewing,Thursday,2,0.8,22.52,1300.0,6780,113,0.0,0,0,56.5,1.000446018,1
619,2015-02-05,Quarter1,sewing,Thursday,1,0.8,22.52,1485.0,6900,113,0.0,0,0,57.5,1.000018551,1
620,2015-02-05,Quarter1,sewing,Thursday,10,0.8,22.52,1039.0,6720,113,0.0,0,0,56.0,0.999995238,1
621,2015-02-05,Quarter1,finishing,Thursday,2,0.8,3.94,997.7422680412371,2640,0,0.0,0,0,22.0,0.999924242,1
622,2015-02-05,Quarter1,sewing,Thursday,3,0.8,22.52,1063.0,6840,100,0.0,0,0,57.0,0.950185965,1
623,2015-02-05,Quarter1,finishing,Thursday,6,0.7,2.9,997.7422680412371,960,0,0.0,0,0,8.0,0.9425,1
624,2015-02-05,Quarter1,finishing,Thursday,12,0.8,4.08,997.7422680412371,1080,0,0.0,0,0,9.0,0.906666667,1
625,2015-02-05,Quarter1,finishing,Thursday,7,0.7,3.94,997.7422680412371,1200,0,0.0,0,0,10.0,0.8471,1
626,2015-02-05,Quarter1,finishing,Thursday,1,0.8,3.94,997.7422680412371,1440,0,0.0,0,0,12.0,0.845458333,1
627,2015-02-05,Quarter1,sewing,Thursday,12,0.8,15.26,1083.0,720,38,0.0,0,0,34.0,0.800612676,1
628,2015-02-05,Quarter1,sewing,Thursday,9,0.8,29.12,1069.0,6960,50,0.0,0,0,58.0,0.799963218,0
629,2015-02-05,Quarter1,finishing,Thursday,10,0.8,3.94,997.7422680412371,960,0,0.0,0,0,8.0,0.771583333,0
630,2015-02-05,Quarter1,sewing,Thursday,11,0.75,10.05,668.0,2520,34,0.0,0,0,26.0,0.7504,1
631,2015-02-05,Quarter1,sewing,Thursday,6,0.7,18.79,766.0,2760,30,0.0,0,0,33.0,0.700079032,1
632,2015-02-05,Quarter1,sewing,Thursday,5,0.7,30.1,557.0,6960,0,0.0,0,0,58.0,0.562212644,0
633,2015-02-05,Quarter1,sewing,Thursday,7,0.07,24.26,1608.0,6960,0,0.0,0,0,58.0,0.522844828,1
634,2015-02-05,Quarter1,sewing,Thursday,4,0.5,30.1,417.0,6360,23,0.0,0,1,53.0,0.500720126,1
635,2015-02-05,Quarter1,sewing,Thursday,8,0.7,24.26,1167.0,6840,0,0.0,0,0,57.0,0.496549708,0
636,2015-02-07,Quarter1,finishing,Saturday,2,0.8,3.94,997.7422680412371,3000,0,0.0,0,0,25.0,1.050666667,1
637,2015-02-07,Quarter1,sewing,Saturday,2,0.8,22.52,1186.0,6900,113,0.0,0,0,58.0,1.000018551,1
638,2015-02-07,Quarter1,sewing,Saturday,3,0.8,22.52,1060.0,6840,100,0.0,0,0,57.0,0.950185965,1
639,2015-02-07,Quarter1,sewing,Saturday,1,0.8,22.52,1534.0,6780,88,0.0,0,0,57.0,0.900135693,1
